IdPilota;Imie;Nazwisko;Jezyk
72;Damian;Michalski;hiszpanski
73;Dawid;Adamski;angielski
74;Teodor;Sikora;polski
75;Marianna;Rutkowski;chinski
76;Lukasz;Baron;polski
77;Marta;Wasilewski;niemiecki
78;Przemyslaw;Szewczyk;francuski
79;Teodor;Matusiak;rosyjski
80;Elzbieta;Brzezinski;angielski
81;Radoslaw;Wlodarczyk;chinski
82;Arkadiusz;Jablonski;wloski
83;Radoslaw;Jankowski;niemiecki
84;Feliks;Nawrocki;francuski
85;Nikola;Baczek;chinski
86;Patrycja;Szczepaniak;niemiecki
87;Dominika;Gorski;arabski
88;Witold;Wozniak;hiszpanski
89;Anna;Kubiak;niemiecki
90;Wiktor;Biela;hiszpanski
91;Klaudia;Mika;arabski
92;Blanka;Jaworska;angielski
93;Igor;Ostrowski;rosyjski
94;Mieczyslaw;Jablonski;arabski
95;Joanna;Baczek;polski
96;Iwo;Wawrzyniak;polski
97;Grzegorz;Mikulski;arabski
98;Jagoda;Lipinski;chinski
99;Adriana;Jaworska;hiszpanski
100;Constantin;Wozniak;rosyjski
101;Malogorzata;Mazurek;niemiecki
102;Amelia;Leszczynski;francuski
103;Igor;Niemczyk;angielski
104;Bartosz;Wozniak;niemiecki
105;Feliks;Domanski;francuski
106;Teresa;Urban;polski
107;Jakub;Niemczyk;angielski
108;Amelia;Mikolajczyk;chinski
109;Lidia;Szewczyk;polski
110;Helena;Adamski;francuski
111;Piotr;Krol;polski
112;Ryszard;Kaczor;arabski
113;Jacek;Stasiak;arabski
114;Jacek;Michalak;rosyjski
115;Krzysztof;Siwek;arabski
116;Fabian;Wilk;polski
117;Elzbieta;Bak;chinski
118;Nikola;Wroblewski;niemiecki
119;Filip;Szczepaniak;polski
120;Marek;Krol;niemiecki
121;Radoslaw;Jaworski;angielski
122;Teodor;Nawrocki;wloski
123;Agnieszka;Szczepanski;angielski
124;Wiktor;Chmielewski;niemiecki
125;Karolina;Biela;niemiecki
126;Borys;Wawrzyniak;niemiecki
127;Iwo;Domanski;rosyjski
128;Szczepan;Adamski;niemiecki
129;Kamil;Nowicki;francuski
130;Natalia;Kurek;arabski
131;Elzbieta;Rybicki;polski
132;Paulina;Szczepanski;polski
133;Marianna;Bednarek;wloski
134;Monika;Czerwinski;wloski
135;Jan;Ostrowski;francuski
136;Antonina;Szymanski;niemiecki
137;Damian;Szymanski;angielski
138;Wiktor;Tomczak;francuski
139;Halina;Nowicki;arabski
140;Hubert;Nowak;wloski
141;Szymon;Kowalski;angielski
142;Olgierd;Sowa;angielski
143;Norbert;Kubiak;niemiecki
144;Jagoda;Stepien;angielski
145;Iwona;Wozniak;angielski
146;Aleksandra;Krajewski;angielski
147;Zenon;Urbanek;niemiecki
148;Juliusz;Nowak;hiszpanski
149;Gabriela;Michalski;niemiecki
150;Przemyslaw;Rutkowski;wloski
151;Urszula;Nowakowski;wloski
152;Adam;Olszewski;polski
153;Anna;Stasiak;rosyjski
154;Marta;Mazur;rosyjski
155;Iwona;Stepien;chinski
156;Adriana;Brzezinski;angielski
157;Cezary;Zielinska;angielski
158;Marta;Urban;polski
159;Gabriela;Olszewski;arabski
160;Wiktor;Kruk;wloski
161;Witold;Kozlowski;francuski
162;Piotr;Lewandowski;niemiecki
163;Magdalena;Szewczyk;niemiecki
164;Juliusz;Wlodarczyk;rosyjski
165;Szymon;Duda;wloski
166;Dominika;Piorkowski;wloski
167;Laura;Kurek;wloski
168;Szymek;Baran;hiszpanski
169;Arnold;Kurek;hiszpanski
170;Dominika;Kowalczyk;hiszpanski
171;Stefania;Lipinski;angielski
172;Roksana;Niemczyk;wloski
173;Henri;Mikolajczyk;niemiecki
174;Iwona;Kozlowski;angielski
175;Milena;Zielinski;niemiecki
