IdPilota;Imie;Nazwisko;Jezyk
72;Jagoda;Brzezinski;arabski
73;Ryszard;Lipinski;rosyjski
74;Dominika;Krajewski;francuski
75;Dominika;Glowacki;arabski
76;Szymon;Lewandowski;francuski
77;Krzysztof;Wojcik;hiszpanski
78;Antonina;Nowicki;polski
79;Radoslaw;Leszczynski;angielski
80;Malogorzata;Kaczmarek;hiszpanski
81;Olgierd;Markowski;arabski
82;Julia;Nawrocki;niemiecki
83;Oliwia;Lis;niemiecki
84;Lech;Nowakowski;angielski
85;Igor;Lis;niemiecki
86;Bruno;Kowal;polski
87;Tomasz;Malinowski;wloski
88;Zofia;Pawlowski;francuski
89;Weronika;Gorski;rosyjski
90;Alicja;Nowak;wloski
91;Dorota;Kubicki;polski
92;Dorian;Gajewski;rosyjski
93;Roksana;Kowal;polski
94;Patrycja;Mazur;arabski
95;Natalia;Jaworska;hiszpanski
96;Sylwia;Nowosielski;chinski
97;Blanka;Olszewski;francuski
98;Agnieszka;Kurek;angielski
99;Halina;Konecki;hiszpanski
100;Arkadiusz;Bednarek;rosyjski
101;Sebastian;Nowak;chinski
102;Natalia;Siwek;chinski
103;Laura;Siwek;wloski
104;Marcin;Krawczyk;arabski
105;Malogorzata;Lipinski;polski
106;Radomir;Nowakowski;niemiecki
107;Radoslaw;Mikulski;chinski
108;Olaf;Domanski;polski
109;Roksana;Wlodarczyk;arabski
110;Barbara;Kubiak;niemiecki
111;Urszula;Szewczyk;francuski
112;Beata;Wlodarczyk;polski
113;Bartosz;Kaczmarek;arabski
114;Iwona;Mazur;wloski
115;Agnieszka;Lewandowski;francuski
116;Iwo;Sadowski;chinski
117;Halina;Wilk;arabski
118;Mateusz;Zielinski;rosyjski
119;Marianna;Walczak;niemiecki
120;Fabian;Urbanek;wloski
121;Urszula;Siwek;chinski
122;Patrycja;Kisielewski;arabski
123;Julia;Wroblewski;chinski
124;Cezary;Jablonski;hiszpanski
125;Paulina;Szczepanski;arabski
126;Lech;Szczepaniak;polski
127;Norbert;Malinowski;angielski
128;Bruno;Kaczor;angielski
129;Artur;Zaremba;angielski
130;Halina;Zawadzki;hiszpanski
131;Amelia;Duda;hiszpanski
132;Jakub;Lipinski;arabski
133;Olaf;Stepien;chinski
134;Izabela;Kruk;arabski
135;Olgierd;Gajda;chinski
136;Teresa;Sikorski;polski
137;Dawid;Kalinowski;niemiecki
138;Patrycja;Stepien;arabski
139;Ryszard;Kozlowski;rosyjski
140;Lukasz;Kaczmarek;niemiecki
141;Izabela;Krol;francuski
142;Pawel;Nowosielski;angielski
143;Monika;Sadowski;rosyjski
144;Sylwia;Piorkowski;wloski
145;Kamil;Kowalski;chinski
146;Zenon;Chmielewski;francuski
147;Malogorzata;Zaremba;arabski
148;Cezary;Gorski;hiszpanski
149;Dorian;Leszczynski;francuski
150;Malogorzata;Biela;rosyjski
151;Leokadia;Sadowski;chinski
152;Kinga;Baran;angielski
153;Dorian;Wroblewski;francuski
154;Artur;Kowalski;polski
155;Natalia;Nowosielski;wloski
156;Gabriela;Sadowski;wloski
157;Juliusz;Stasiak;francuski
158;Dawid;Mazurek;polski
159;Oliwia;Urban;rosyjski
160;Ryszard;Jaworska;rosyjski
161;Dorian;Szewczyk;arabski
162;Cezary;Rybicki;francuski
163;Rafal;Mazurek;chinski
164;Joanna;Czerwinski;arabski
165;Lech;Polak;arabski
166;Norbert;Olszewski;rosyjski
167;Ewa;Wilczynski;angielski
168;Zenon;Wawrzyniak;angielski
169;Klaudia;Czerwinski;niemiecki
170;Wiktor;Zielinska;rosyjski
171;Szymon;Jankowski;rosyjski
172;Szczepan;Szewczyk;angielski
173;Hubert;Tomczak;hiszpanski
174;Jacek;Kowalski;arabski
175;Natalia;Leszczynski;polski
176;Juliusz;Szczepanski;francuski
177;Dorian;Pawlowski;rosyjski
178;Paulina;Sikora;niemiecki
179;Kamil;Domanski;niemiecki
180;Andrzej;Kaminski;niemiecki
181;Izabela;Niemczyk;arabski
182;Malogorzata;Szulc;rosyjski
183;Jakub;Nowicki;niemiecki
184;Olgierd;Niemczyk;francuski
185;Dorian;Jablonski;wloski
186;Jakub;Krajewski;polski
187;Lukasz;Baczek;niemiecki
188;Weronika;Zielinska;arabski
189;Marianna;Stasiak;chinski
190;Stefania;Mika;francuski
191;Henri;Domanski;hiszpanski
192;Witold;Krawczyk;niemiecki
193;Halina;Michalski;wloski
194;Mariusz;Kaminski;angielski
195;Constantin;Nowakowski;wloski
196;Helena;Szymanski;hiszpanski
197;Olaf;Sadowski;polski
198;Halina;Gajewski;francuski
199;Dominik;Michalak;chinski
200;Igor;Duda;francuski
201;Antonina;Kubiak;rosyjski
202;Maria;Jaworska;angielski
203;Dominik;Krol;arabski
204;Mieczyslaw;Kubiak;hiszpanski
205;Kinga;Mazur;wloski
206;Ryszard;Czajkowski;polski
207;Rafal;Grabowski;wloski
208;Sebastian;Jaworski;francuski
209;Amelia;Kurek;francuski
210;Blanka;Lewandowski;angielski
211;Szymek;Pawlowski;hiszpanski
212;Waldemar;Kaminski;wloski
213;Maria;Kowalczyk;wloski
214;Lidia;Urban;rosyjski
215;Malogorzata;Majewski;wloski
216;Radoslaw;Kubicki;chinski
217;Aleksandra;Mika;angielski
218;Blanka;Brzezinski;angielski
219;Hubert;Michalski;polski
220;Joanna;Zaremba;niemiecki
221;Beata;Wasilewski;niemiecki
222;Amelia;Czajkowski;hiszpanski
223;Przemyslaw;Gorski;rosyjski
224;Joanna;Gorski;wloski
225;Kinga;Wlodarczyk;chinski
226;Monika;Rybicki;wloski
227;Urszula;Wojcik;arabski
228;Aleksandra;Bak;wloski
229;Maurycy;Kisielewski;wloski
230;Artur;Glowacki;francuski
231;Szczepan;Bak;francuski
232;Wojciech;Nowosielski;niemiecki
233;Waldemar;Stepien;chinski
234;Alicja;Wlodarczyk;angielski
235;Cezary;Kwiatkowski;chinski
236;Monika;Orzechowski;chinski
237;Julia;Wozniak;angielski
238;Dorian;Kwiatkowski;rosyjski
239;Natalia;Szczepaniak;polski
240;Krzysztof;Matusiak;angielski
241;Piotr;Zawadzki;francuski
242;Beata;Konecki;chinski
243;Marianna;Zaremba;wloski
244;Leszek;Mazur;rosyjski
245;Aleksandra;Duda;hiszpanski
246;Emanuel;Piotrowski;niemiecki
247;Olaf;Markowski;chinski
248;Dorian;Glowacki;francuski
249;Amelia;Lipinski;rosyjski
250;Dominika;Kowalski;francuski
251;Arnold;Sowa;rosyjski
252;Krzysztof;Krawczyk;arabski
253;Teresa;Wlodarczyk;arabski
254;Marianna;Siwek;polski
255;Antonina;Majewski;chinski
256;Marta;Walczak;angielski
257;Cezary;Cichy;chinski
258;Oliwia;Majewski;wloski
259;Karolina;Szewczyk;polski
260;Henri;Kwiatkowski;wloski
261;Katarzyna;Baczek;polski
262;Sylwia;Piotrowski;chinski
263;Milena;Gajda;polski
264;Szymon;Mikolajczyk;hiszpanski
265;Stefania;Matusiak;angielski
266;Malogorzata;Nowak;rosyjski
267;Halina;Sikora;arabski
268;Elzbieta;Wozniak;rosyjski
269;Natalia;Krajewski;niemiecki
270;Mateusz;Glowacki;wloski
271;Leszek;Wawrzyniak;chinski
272;Lidia;Kurek;hiszpanski
273;Marek;Kurek;wloski
274;Andrzej;Kisielewski;niemiecki
275;Teodor;Walczak;rosyjski
276;Katarzyna;Orzechowski;niemiecki
277;Iwona;Polak;arabski
278;Cezary;Baron;niemiecki
279;Iwona;Mikolajczyk;francuski
280;Joanna;Konecki;hiszpanski
281;Malogorzata;Kwiatkowski;rosyjski
282;Norbert;Adamski;chinski
283;Jakub;Kruk;wloski
284;Patrycja;Brzezinski;francuski
285;Pawel;Wojcik;wloski
286;Iwona;Nowacki;rosyjski
287;Weronika;Kwiatkowski;hiszpanski
288;Zenon;Zielinska;polski
289;Marta;Siwek;arabski
290;Tomasz;Bednarek;niemiecki
291;Bartosz;Nowakowski;rosyjski
292;Klaudia;Zielinska;polski
293;Julia;Kruk;angielski
294;Leokadia;Krol;polski
295;Dominika;Kaczor;polski
296;Lukasz;Czerwinski;chinski
297;Gustaw;Kruk;angielski
298;Feliks;Szczepaniak;chinski
299;Krzysztof;Tomczak;wloski
300;Cezary;Kaminski;angielski
301;Monika;Zaremba;wloski
302;Grzegorz;Nowosielski;arabski
303;Malogorzata;Kubiak;rosyjski
304;Laura;Wawrzyniak;niemiecki
305;Marek;Rybicki;chinski
306;Adam;Zawadzki;niemiecki
307;Pawel;Kozlowski;wloski
308;Bruno;Michalak;arabski
309;Szymon;Biela;chinski
310;Magdalena;Gajewski;francuski
311;Przemyslaw;Kubiak;arabski
312;Antonina;Jablonski;francuski
313;Szczepan;Kurek;chinski
314;Blanka;Niemczyk;wloski
315;Stefania;Wozniak;angielski
316;Marcin;Kurek;rosyjski
317;Marcin;Cichy;arabski
318;Zenon;Sowa;hiszpanski
319;Pawel;Walczak;hiszpanski
320;Gustaw;Sokolowski;arabski
321;Roksana;Tomczak;rosyjski
322;Sebastian;Mazur;polski
323;Waldemar;Sokolowski;arabski
324;Maria;Szewczyk;hiszpanski
325;Oskar;Kowalczyk;wloski
326;Helena;Jaworska;polski
327;Marta;Zaremba;polski
328;Adriana;Szczepanski;rosyjski
329;Rafal;Szewczyk;wloski
330;Alicja;Niemczyk;niemiecki
331;Roksana;Wawrzyniak;niemiecki
332;Pawel;Mikulski;hiszpanski
333;Dorian;Malinowski;arabski
334;Wiktor;Wawrzyniak;polski
335;Weronika;Baran;hiszpanski
336;Dorian;Kubiak;arabski
337;Hubert;Majewski;polski
338;Teodor;Gajda;arabski
339;Renata;Nowicki;arabski
340;Wojciech;Pawlak;niemiecki
341;Igor;Baran;niemiecki
342;Malogorzata;Mazur;wloski
343;Renata;Piotrowski;angielski
344;Gabriela;Domanski;rosyjski
345;Damian;Gorski;chinski
346;Antonina;Wroblewski;rosyjski
347;Magdalena;Urban;hiszpanski
348;Grzegorz;Wroblewski;angielski
349;Paulina;Szewczyk;wloski
350;Artur;Lipinski;angielski
351;Mieczyslaw;Duda;wloski
352;Stefania;Borkowski;hiszpanski
353;Rafal;Kurek;arabski
354;Eryk;Wojcik;francuski
355;Jagoda;Mika;niemiecki
356;Feliks;Kowalski;niemiecki
357;Olgierd;Brzezinski;chinski
358;Olaf;Rybicki;polski
359;Fabian;Wasilewski;hiszpanski
360;Maria;Szymanski;wloski
361;Maurycy;Walczak;niemiecki
362;Zenon;Czajkowski;arabski
363;Lukasz;Kowalczyk;polski
364;Ryszard;Urbanek;chinski
365;Joanna;Nowosielski;angielski
366;Bruno;Adamski;hiszpanski
367;Dominik;Urban;niemiecki
368;Wojciech;Wawrzyniak;polski
369;Dominik;Kwiatkowski;chinski
370;Olgierd;Jaworski;francuski
371;Tomasz;Jaworska;hiszpanski
372;Eryk;Kurek;arabski
373;Gabriela;Nowacki;rosyjski
374;Arnold;Lipinski;wloski
375;Blanka;Walczak;arabski
376;Eryk;Sowa;rosyjski
377;Zenon;Kurek;francuski
378;Izabela;Tomczak;angielski
379;Izabela;Zielinska;wloski
380;Przemyslaw;Jaworska;chinski
381;Katarzyna;Mikolajczyk;niemiecki
382;Zenon;Duda;arabski
383;Katarzyna;Kisielewski;niemiecki
384;Pawel;Bak;arabski
385;Teresa;Bak;niemiecki
386;Olgierd;Baczek;hiszpanski
387;Przemyslaw;Polak;polski
388;Emanuel;Nowak;niemiecki
389;Renata;Olszewski;wloski
390;Olaf;Sikora;rosyjski
391;Dawid;Polak;angielski
392;Krzysztof;Cichy;angielski
393;Blanka;Wlodarczyk;angielski
394;Bartosz;Nowosielski;rosyjski
395;Joanna;Szczepanski;angielski
396;Nikodem;Wilczynski;chinski
397;Monika;Kowalczyk;wloski
398;Roksana;Zielinski;hiszpanski
399;Izabela;Kubicki;hiszpanski
400;Norbert;Leszczynski;angielski
401;Norbert;Polak;rosyjski
402;Natalia;Czerwinski;niemiecki
403;Juliusz;Polak;rosyjski
404;Waldemar;Mazurek;angielski
405;Malogorzata;Adamski;niemiecki
406;Marcin;Mazur;francuski
407;Anna;Jaworski;francuski
408;Helena;Brzezinski;polski
409;Klaudia;Wasilewski;polski
410;Grzegorz;Urban;chinski
411;Eryk;Blaszczyk;polski
412;Dawid;Kaczmarek;angielski
413;Sebastian;Nowosielski;angielski
414;Wiktor;Markowski;francuski
415;Juliusz;Kwiatkowski;niemiecki
416;Magdalena;Jaworska;niemiecki
417;Tomasz;Szymanski;niemiecki
418;Mariusz;Niemczyk;polski
419;Igor;Sikorski;niemiecki
420;Maria;Kowal;hiszpanski
421;Marek;Tomaszewski;angielski
422;Roksana;Jablonski;francuski
423;Dorian;Gorski;francuski
424;Anna;Mika;wloski
425;Ewa;Nowakowski;francuski
426;Julia;Mikolajczyk;angielski
427;Feliks;Kowal;angielski
428;Hubert;Rutkowski;chinski
429;Klaudia;Kubiak;rosyjski
430;Katarzyna;Nowakowski;chinski
431;Witold;Baczek;rosyjski
432;Lech;Mazurek;angielski
433;Ewa;Mazur;angielski
434;Leszek;Brzezinski;angielski
435;Weronika;Baczek;wloski
436;Anna;Kisielewski;hiszpanski
437;Alicja;Szewczyk;wloski
438;Borys;Sokolowski;niemiecki
439;Joanna;Rutkowski;polski
440;Constantin;Wlodarczyk;niemiecki
441;Dorian;Kozlowski;arabski
442;Alicja;Zawadzki;chinski
443;Mateusz;Kruk;hiszpanski
444;Pawel;Piotrowski;hiszpanski
445;Henri;Urban;arabski
446;Damian;Sikora;arabski
447;Izabela;Stepien;niemiecki
448;Emanuel;Sikorski;francuski
449;Borys;Chmielewski;rosyjski
450;Tomasz;Rybicki;angielski
451;Katarzyna;Gajda;niemiecki
452;Lech;Kaczmarek;francuski
453;Feliks;Duda;chinski
454;Klaudia;Kruk;wloski
455;Rafal;Zaremba;rosyjski
456;Bruno;Wilk;francuski
457;Magdalena;Nowakowski;francuski
458;Kinga;Urbanek;rosyjski
459;Maria;Kubicki;chinski
460;Sebastian;Adamski;rosyjski
461;Nikola;Olszewski;niemiecki
462;Dominik;Nowacki;hiszpanski
463;Paulina;Kurek;niemiecki
464;Eryk;Piotrowski;niemiecki
465;Marta;Michalak;rosyjski
466;Damian;Pawlowski;niemiecki
467;Bruno;Zielinski;arabski
468;Dorian;Matusiak;niemiecki
469;Lech;Wilczynski;angielski
470;Wojciech;Kisielewski;polski
471;Jakub;Szczepanski;arabski
472;Zofia;Olszewski;francuski
473;Filip;Malinowski;chinski
474;Milena;Walczak;francuski
475;Feliks;Grabowski;chinski
476;Grzegorz;Michalski;angielski
477;Blanka;Wozniak;polski
478;Dorian;Majewski;wloski
479;Radomir;Lewandowski;angielski
480;Hubert;Glowacki;chinski
481;Julia;Gajewski;niemiecki
482;Gustaw;Kozlowski;polski
483;Zofia;Polak;francuski
484;Lidia;Grabowski;arabski
485;Dominika;Kowal;arabski
486;Pawel;Kubiak;francuski
487;Mateusz;Olszewski;wloski
488;Iwo;Jankowski;rosyjski
489;Przemyslaw;Nowakowski;niemiecki
490;Piotr;Sowa;rosyjski
491;Wiktor;Zielinski;polski
492;Szymek;Bak;francuski
493;Kinga;Nowak;wloski
494;Marek;Borkowski;rosyjski
495;Emanuel;Krawczyk;wloski
496;Barbara;Mikulski;polski
497;Roksana;Tomaszewski;rosyjski
498;Adam;Gajda;arabski
499;Oliwia;Baran;chinski
500;Dorian;Nawrocki;rosyjski
501;Przemyslaw;Leszczynski;francuski
502;Halina;Kowal;rosyjski
503;Olaf;Szymanski;niemiecki
504;Lech;Kaczor;angielski
505;Constantin;Michalski;rosyjski
506;Waldemar;Szymanski;francuski
507;Norbert;Grabowski;niemiecki
508;Aleksandra;Lewandowski;chinski
509;Dorota;Sikora;francuski
510;Waldemar;Czerwinski;polski
511;Henri;Mazurek;niemiecki
512;Bartosz;Nowacki;hiszpanski
513;Milena;Jablonski;arabski
514;Aleksandra;Gorski;chinski
515;Borys;Rybicki;niemiecki
516;Marta;Glowacki;chinski
517;Rafal;Lewandowski;rosyjski
518;Barbara;Wisniewski;chinski
519;Barbara;Majewski;francuski
520;Bruno;Stepien;francuski
521;Sylwia;Sikora;angielski
522;Jakub;Markowski;hiszpanski
523;Weronika;Majewski;francuski
524;Barbara;Sikorski;wloski
525;Laura;Krol;rosyjski
526;Mariusz;Lewandowski;polski
527;Marta;Szymanski;chinski
528;Dominik;Mazurek;arabski
529;Dawid;Nowak;wloski
530;Zofia;Piorkowski;angielski
531;Marta;Cichy;polski
532;Piotr;Kaczmarek;francuski
533;Stefania;Piotrowski;niemiecki
534;Oskar;Zielinski;hiszpanski
535;Dorian;Kowalczyk;angielski
536;Radomir;Kubicki;rosyjski
537;Dorian;Kisielewski;rosyjski
538;Dorian;Zaremba;wloski
539;Maria;Borkowski;polski
540;Dominik;Rybicki;arabski
541;Norbert;Wisniewski;arabski
542;Roksana;Mikulski;niemiecki
543;Dorian;Baczek;wloski
544;Bruno;Sowa;polski
545;Jakub;Brzezinski;francuski
546;Piotr;Lewandowski;arabski
547;Fabian;Glowacki;angielski
548;Henri;Kowal;chinski
549;Gustaw;Kubiak;chinski
550;Sylwia;Walczak;niemiecki
551;Zygmunt;Markowski;wloski
552;Zofia;Matusiak;arabski
553;Blanka;Gajda;niemiecki
554;Lukasz;Kalinowska;arabski
555;Adriana;Wasilewski;wloski
556;Zofia;Rutkowski;wloski
557;Zenon;Kowal;francuski
558;Antonina;Lewandowski;wloski
559;Eryk;Szczepanski;hiszpanski
560;Jagoda;Rybicki;rosyjski
561;Szczepan;Nowicki;arabski
562;Bruno;Kalinowski;chinski
563;Jacek;Kurek;polski
564;Teodor;Tomczak;francuski
565;Mieczyslaw;Wisniewski;rosyjski
566;Teodor;Duda;polski
567;Gustaw;Nowosielski;wloski
568;Hubert;Siwek;angielski
569;Hubert;Piorkowski;rosyjski
570;Wojciech;Gajda;niemiecki
571;Joanna;Nowak;francuski
572;Barbara;Sadowski;hiszpanski
573;Oskar;Kisielewski;francuski
574;Ryszard;Rutkowski;arabski
575;Anna;Kalinowski;rosyjski
576;Natalia;Jablonski;wloski
577;Helena;Niemczyk;polski
578;Borys;Rutkowski;rosyjski
579;Alicja;Pawlak;hiszpanski
580;Kamil;Kaczor;hiszpanski
581;Feliks;Rybicki;polski
582;Tomasz;Leszczynski;hiszpanski
583;Lidia;Pawlowski;hiszpanski
584;Elzbieta;Szymanski;rosyjski
585;Damian;Czajkowski;niemiecki
586;Julia;Malinowski;hiszpanski
587;Emanuel;Kaczor;arabski
588;Marcin;Sikora;arabski
589;Leokadia;Kurek;polski
590;Zygmunt;Kubiak;chinski
591;Klaudia;Olszewski;francuski
592;Marianna;Urbanek;niemiecki
593;Dorian;Mika;hiszpanski
594;Krzysztof;Kwiatkowski;wloski
595;Iwo;Baran;hiszpanski
596;Tomasz;Kaminski;francuski
597;Barbara;Baczek;wloski
598;Helena;Kowal;wloski
599;Piotr;Mazurek;arabski
600;Halina;Czajkowski;rosyjski
601;Radomir;Bednarek;rosyjski
602;Alicja;Wilk;chinski
603;Lech;Bak;arabski
604;Gustaw;Kowal;polski
605;Bartosz;Kaminski;polski
606;Zofia;Wasilewski;wloski
607;Witold;Jankowski;niemiecki
608;Iwona;Nowakowski;wloski
609;Anna;Wilczynski;angielski
610;Julia;Szewczyk;wloski
611;Gustaw;Wilk;chinski
612;Teodor;Ostrowski;wloski
613;Jagoda;Adamski;wloski
614;Borys;Kowalski;polski
615;Helena;Kalinowski;hiszpanski
616;Waldemar;Tomczak;francuski
617;Jan;Ostrowski;chinski
618;Fabian;Sadowski;polski
619;Marcin;Gorski;wloski
620;Krzysztof;Nowakowski;francuski
621;Waldemar;Michalski;wloski
622;Marek;Stasiak;niemiecki
623;Jakub;Zawadzki;angielski
624;Izabela;Gajewski;polski
625;Katarzyna;Kozlowski;arabski
626;Laura;Wroblewski;polski
627;Teresa;Malinowski;arabski
628;Arkadiusz;Jaworska;rosyjski
629;Teodor;Blaszczyk;angielski
630;Leokadia;Cichy;chinski
631;Elzbieta;Michalak;francuski
632;Alicja;Krajewski;arabski
633;Aleksandra;Wasilewski;francuski
634;Artur;Gajda;rosyjski
635;Barbara;Mazurek;angielski
636;Halina;Krol;arabski
637;Izabela;Konecki;hiszpanski
638;Klaudia;Wozniak;francuski
639;Magdalena;Szczepaniak;francuski
640;Alicja;Gorski;polski
641;Dominika;Tomaszewski;angielski
642;Borys;Sikora;francuski
643;Cezary;Brzezinski;arabski
644;Roksana;Nowak;arabski
645;Dawid;Kozlowski;polski
646;Jagoda;Orzechowski;polski
647;Mariusz;Zielinski;angielski
648;Gabriela;Wilczynski;hiszpanski
649;Jan;Michalak;rosyjski
650;Maurycy;Nawrocki;hiszpanski
651;Olgierd;Polak;arabski
652;Henri;Bednarek;francuski
653;Joanna;Kubicki;arabski
654;Joanna;Wisniewski;niemiecki
655;Pawel;Grabowski;angielski
656;Emil;Jankowski;francuski
657;Hubert;Szczepanski;chinski
658;Dorian;Nowicki;angielski
659;Nikola;Kubiak;arabski
660;Elzbieta;Kalinowski;arabski
661;Jan;Kruk;arabski
662;Szymon;Nowosielski;chinski
663;Agnieszka;Markowski;wloski
664;Teresa;Kaczor;francuski
665;Oliwia;Sikorski;angielski
666;Weronika;Wasilewski;rosyjski
667;Grzegorz;Polak;angielski
668;Jakub;Kurek;angielski
669;Artur;Szczepaniak;rosyjski
670;Iwona;Wilczynski;rosyjski
671;Izabela;Zielinski;arabski
672;Marianna;Jaworska;hiszpanski
673;Borys;Blaszczyk;angielski
674;Gabriela;Krajewski;angielski
675;Anna;Chmielewski;polski
676;Tomasz;Kurek;niemiecki
677;Jacek;Kaminski;francuski
678;Oskar;Grabowski;niemiecki
679;Milena;Domanski;francuski
680;Natalia;Michalski;polski
681;Bartosz;Pawlak;francuski
682;Andrzej;Sowa;arabski
683;Elzbieta;Kubiak;wloski
684;Wiktor;Kubiak;chinski
685;Krzysztof;Rutkowski;francuski
686;Beata;Kaczmarek;niemiecki
687;Constantin;Zielinski;chinski
688;Jakub;Wojcik;chinski
689;Roksana;Walczak;polski
690;Sylwia;Wisniewski;angielski
691;Waldemar;Konecki;wloski
692;Wojciech;Piorkowski;chinski
693;Zofia;Orzechowski;polski
694;Gustaw;Szymanski;hiszpanski
695;Jakub;Orzechowski;niemiecki
696;Klaudia;Kaminski;arabski
697;Joanna;Rybicki;francuski
698;Constantin;Borkowski;polski
699;Radomir;Kozlowski;francuski
700;Marek;Wilczynski;niemiecki
701;Szymek;Malinowski;arabski
702;Gabriela;Gajda;chinski
703;Juliusz;Urbanek;chinski
704;Dorian;Sadowski;francuski
705;Adam;Malinowski;niemiecki
706;Cezary;Baran;niemiecki
707;Anna;Rutkowski;francuski
708;Przemyslaw;Duda;niemiecki
709;Dorian;Czajkowski;chinski
710;Emanuel;Urbanek;chinski
711;Emanuel;Mika;francuski
712;Hubert;Urbanek;rosyjski
713;Waldemar;Gajewski;polski
714;Juliusz;Wisniewski;chinski
715;Marcin;Baron;niemiecki
716;Krzysztof;Kubiak;francuski
717;Witold;Biela;hiszpanski
718;Przemyslaw;Mazurek;arabski
719;Halina;Kurek;wloski
720;Piotr;Tomczak;hiszpanski
721;Karolina;Kalinowski;arabski
722;Monika;Niemczyk;rosyjski
723;Milena;Kubicki;polski
724;Radoslaw;Kubiak;hiszpanski
725;Borys;Kwiatkowski;polski
726;Gustaw;Krajewski;niemiecki
727;Szymek;Czerwinski;niemiecki
728;Szymek;Stepien;polski
729;Stefania;Polak;rosyjski
730;Jan;Mikulski;wloski
731;Roksana;Kaczor;angielski
732;Oliwia;Matusiak;francuski
733;Pawel;Niemczyk;niemiecki
734;Natalia;Wawrzyniak;hiszpanski
735;Lech;Wroblewski;arabski
736;Kinga;Stasiak;polski
737;Nikola;Szymanski;arabski
738;Joanna;Tomaszewski;rosyjski
739;Arnold;Piotrowski;francuski
740;Teresa;Zaremba;polski
741;Emanuel;Wilk;angielski
742;Lidia;Niemczyk;chinski
743;Witold;Kozlowski;polski
744;Blanka;Siwek;rosyjski
745;Lukasz;Leszczynski;rosyjski
746;Patrycja;Jaworska;wloski
747;Olaf;Brzezinski;wloski
748;Olaf;Adamski;arabski
749;Arnold;Kurek;francuski
750;Marta;Nowosielski;polski
751;Elzbieta;Szczepanski;wloski
752;Mateusz;Kowalczyk;polski
753;Renata;Zaremba;niemiecki
754;Emil;Gorski;chinski
755;Renata;Majewski;francuski
756;Bartosz;Kwiatkowski;niemiecki
757;Zenon;Wozniak;francuski
758;Oskar;Biela;polski
759;Waldemar;Biela;polski
760;Eryk;Wawrzyniak;angielski
761;Milena;Stepien;rosyjski
762;Teresa;Wojcik;polski
763;Szczepan;Krol;francuski
764;Milena;Bak;wloski
765;Weronika;Kurek;francuski
766;Dominik;Krajewski;francuski
767;Marta;Kubiak;polski
768;Gabriela;Kurek;francuski
769;Alicja;Nowosielski;angielski
770;Igor;Kaczor;arabski
771;Magdalena;Wawrzyniak;chinski
772;Sebastian;Gorski;rosyjski
773;Teodor;Kurek;niemiecki
774;Roksana;Nowicki;niemiecki
775;Szczepan;Lipinski;niemiecki
776;Szymek;Zaremba;polski
777;Radoslaw;Michalski;arabski
778;Natalia;Konecki;chinski
779;Teresa;Pawlak;arabski
