IdPilota;Imie;Nazwisko;Jezyk
72;Jagoda;Brzeziński;arabski
73;Ryszard;Lipinski;rosyjski
74;Dominika;Krajewski;francuski
75;Dominika;Głowacki;arabski
76;Szymon;Lewandowski;francuski
77;Krzysztof;Wójcik;hiszpański
78;Antonina;Nowicki;polski
79;Radosław;Leszczyński;angielski
80;Małgorzata;Kaczmarek;hiszpański
81;Olgierd;Markowski;arabski
82;Julia;Nawrocki;niemiecki
83;Oliwia;Lis;niemiecki
84;Lech;Nowakowski;angielski
85;Igor;Lis;niemiecki
86;Bruno;Kowal;polski
87;Tomasz;Malinowski;włoski
88;Zofia;Pawłowski;francuski
89;Weronika;Górski;rosyjski
90;Alicja;Nowak;włoski
91;Dorota;Kubicki;polski
92;Dorian;Gajewski;rosyjski
93;Roksana;Kowal;polski
94;Patrycja;Mazur;arabski
95;Natalia;Jaworska;hiszpański
96;Sylwia;Nowosielski;chiński
97;Blanka;Olszewski;francuski
98;Agnieszka;Kurek;angielski
99;Halina;Konecki;hiszpański
100;Arkadiusz;Bednarek;rosyjski
101;Wojciech;Piotrowski;francuski
102;Maurycy;Zieliński;polski
103;Szymek;Górski;niemiecki
104;Nikodem;Stasiak;arabski
105;Henri;Włodarczyk;rosyjski
106;Piotr;Nowak;francuski
107;Przemysław;Urbanek;rosyjski
108;Maria;Stasiak;hiszpański
109;Teodor;Kowalczyk;niemiecki
110;Izabela;Jaworski;arabski
111;Dorota;Cichy;arabski
112;Filip;Wawrzyniak;niemiecki
113;Barbara;Wróblewski;hiszpański
114;Magdalena;Sokołowski;angielski
115;Maria;Matusiak;francuski
116;Szymek;Woźniak;chiński
117;Gustaw;Borkowski;rosyjski
118;Szymon;Kurek;rosyjski
119;Maurycy;Szczepaniak;włoski
120;Mariusz;Kisielewski;francuski
121;Joanna;Szewczyk;hiszpański
122;Zenon;Walczak;angielski
123;Oliwia;Baran;chiński
124;Witold;Woźniak;niemiecki
125;Izabela;Michalski;angielski
126;Joanna;Król;arabski
127;Milena;Matusiak;angielski
128;Amelia;Polak;włoski
129;Paweł;Wasilewski;rosyjski
130;Szymek;Nowosielski;chiński
131;Adam;Nowakowski;angielski
132;Maria;Pawłowski;chiński
133;Dominika;Kozłowski;rosyjski
134;Ewa;Jaworski;polski
135;Ryszard;Matusiak;hiszpański
136;Kamil;Kaczmarek;rosyjski
137;Katarzyna;Górski;włoski
138;Oliwia;Kalinowski;hiszpański
139;Krzysztof;Włodarczyk;rosyjski
140;Wiktor;Tomczak;włoski
141;Olgierd;Kowal;arabski
142;Waldemar;Zawadzki;polski
143;Szymek;Krawczyk;chiński
144;Ryszard;Brzeziński;chiński
145;Henri;Michalak;rosyjski
146;Wojciech;Nowicki;chiński
147;Oliwia;Krajewski;angielski
148;Eryk;Pawłowski;hiszpański
149;Mateusz;Sikorski;włoski
150;Marcin;Włodarczyk;arabski
151;Łukasz;Kamiński;rosyjski
152;Marta;Kowal;hiszpański
153;Adam;Włodarczyk;rosyjski
154;Paweł;Piórkowski;włoski
155;Monika;Błaszczyk;włoski
156;Radosław;Orzechowski;włoski
157;Hubert;Kisielewski;hiszpański
158;Joanna;Baron;hiszpański
159;Arnold;Siwek;hiszpański
160;Marek;Kubiak;hiszpański
161;Marianna;Polak;włoski
162;Grzegorz;Borkowski;francuski
163;Agnieszka;Stasiak;francuski
164;Szymon;Lipinski;włoski
165;Nikodem;Ostrowski;francuski
166;Jan;Duda;rosyjski
167;Magdalena;Polak;francuski
168;Adriana;Włodarczyk;niemiecki
169;Dominika;Biela;rosyjski
